Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
nissan primera del 2000,93,93,170,19,0.00,https://llantasneumaticos.com/size/nissan/primera/p11-1995-2000/,0,0,0.00,0.02,11700000,"[8,1,0,0,35,28,35,54,44,35,54,44]",2026-03-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
especificaciones de mercedes benz glc 300 de 4matic,82,82,40,9,0.00,https://llantasneumaticos.com/size/mercedes/glc-class-coupe/c254-2023-now/,0,0,0.00,1,135000,"[11,11,11,11,11,23,11,11,11,23,100,11]",2026-03-02,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
03 mitsubishi montero,24,24,50,19,0.01,https://llantasneumaticos.com/size/mitsubishi/montero/2003/,0,0,0.00,0.08,4970000,"[7,7,7,14,21,7,14,14,78,78,100,100]",2026-02-11,"Image pack, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
03 mitsubishi montero,94,94,50,19,0.01,https://llantasneumaticos.com/size/mitsubishi/montero-sport/2003/,0,0,0.00,0.08,4970000,"[7,7,7,14,21,7,14,14,78,78,100,100]",2026-02-11,"Image pack, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
ford fiesta 1992,20,20,110,19,0.00,https://llantasneumaticos.com/size/ford/fiesta/1992/,0,0,0.00,0,28700000,"[64,82,64,64,82,41,64,82,41,82,52,64]",2026-03-20,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
partes rueda coche,79,79,170,11,0.00,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.08,0,"[80,80,100,100,80,66,80,100,80,80,80,52]",2026-03-10,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
corolla toyota 1996,26,26,110,26,0.00,https://llantasneumaticos.com/size/toyota/corolla-2/1996/,0,0,0.00,0.01,27300000,"[78,64,78,78,78,78,78,78,100,100,64,64]",2026-01-30,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
corolla toyota 1996,76,76,110,26,0.00,https://llantasneumaticos.com/size/toyota/corolla/1996/?ysclid=miolm7x35o565456422,0,0,0.00,0.01,27300000,"[78,64,78,78,78,78,78,78,100,100,64,64]",2026-01-30,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
indigo tata,37,37,90,20,0.00,https://llantasneumaticos.com/size/tata/indigo/,0,0,0.00,0.04,11300000,"[34,100,26,26,34,15,3,42,42,34,34,15]",2026-02-28,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
llantas porsche cayenne,21,21,260,8,0.25,https://llantasneumaticos.com/size/porsche/cayenne/,0,0,0.00,1,0,"[43,35,43,43,53,35,82,82,100,100,82,53]",2026-03-15,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
05 volkswagen touareg,66,66,320,21,0.02,https://llantasneumaticos.com/size/volkswagen/touareg/2005/,0,0,0.00,0.23,0,"[82,82,100,82,100,100,100,100,82,100,82,66]",2026-03-19,"Image pack, Video, Image, Related searches",informational,Organic
225 65r17,29,29,260,11,0.24,https://llantasneumaticos.com/tire/iso-metric-225-65-R-17/,0,0,0.00,1,9970000,"[82,82,66,82,66,66,66,66,53,82,53,43]",2026-02-20,"Video, Popular products, Related searches",commercial,Organic
225 65r17,32,32,260,11,0.24,https://llantasneumaticos.com/tire/iso-metric-225-65-R-17/,0,0,0.00,1,9970000,"[82,82,66,82,66,66,66,66,53,82,53,43]",2026-02-20,"Video, Popular products, Related searches",commercial,Organic
dimension mitsubishi asx,34,34,50,10,0.00,https://llantasneumaticos.com/size/mitsubishi/asx/,0,0,0.00,0.1,536000,"[11,11,11,11,0,52,52,41,41,41,52,41]",2026-03-26,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
honda civic type r 2021,26,26,170,15,0.01,https://llantasneumaticos.com/size/honda/civic-type-r/2021/,0,0,0.00,0.06,55500000,"[23,23,23,19,12,19,23,29,23,23,19,19]",2026-02-26,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
fitgr,10,10,90,18,0.00,https://llantasneumaticos.com/size/honda/fit/gr-2022-now/,0,0,0.00,0,16000,"[0,2,0,0,0,0,66,0,29,0,0,44]",2026-03-02,"Image pack, Video, Image, People also ask",informational,Organic
nueva touran 2025,16,16,40,23,0.30,https://llantasneumaticos.com/size/volkswagen/touran/2025/,0,0,0.00,0.81,487000,"[14,21,14,14,14,14,14,21,21,100,64,50]",2026-02-20,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
nueva touran 2025,26,26,40,23,0.30,https://llantasneumaticos.com/size/volkswagen/touran/2025/,0,0,0.00,0.81,487000,"[14,21,14,14,14,14,14,21,21,100,64,50]",2026-02-20,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
kia sportage 2021,70,70,590,21,0.10,https://llantasneumaticos.com/size/kia/sportage/2021/,0,0,0.00,0.95,122000000,"[4,4,4,3,3,3,4,5,4,4,4,4]",2026-02-05,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
hyundai solaris,10,10,50,10,0.00,https://llantasneumaticos.com/size/hyundai/solaris/?ysclid=mlje38ipk2419868649,0,0,0.00,0.29,0,"[9,9,9,42,33,66,33,100,9,14,14,9]",2026-03-17,"Image pack, Video, Image, AI overview",informational,Organic
medidas del jaecoo 7,62,62,90,14,0.09,https://llantasneumaticos.com/?afdtoken=chmiskst88xn_givimxech3v3aa0emybj3tyyeevcwo7hxum8fo42tqttc7p2jqwxca4qwy8fjipaes07hvxeimam56opjh19bm0mpossgt6jicugjqb_yg2ho5x9louht7qyl7k0ofqnhm3oc6nu3qyta6jtdrxywbuq-g&clkt=91&is=530x500%29+and+and%2F%2A%2A%2F3217%3Dcast%28%2527~%2527%7C%7C%28select%2F%2A%2A%2F%28case%2F%2A%2A%2Fwhen%2F%2A%2A%2F%283217%3D3217%29%2F%2A%2A%2Fthen%2F%2A%2A%2F1%2F%2A%2A%2Felse%2F%2A%2A%2F0%2F%2A%2A%2Fend%29%29%3A%3Atext%7C%7C%2527~%2527%2F%2A%2A%2Fas%2F%2A%2A%2Fnumeric%29--+-&nb=%2A&nm=6&nx=325&ny=88&pcsa=false,0,0,0.00,0.17,4170000,"[14,14,78,35,50,35,100,100,100,78,100,35]",2026-02-05,"Image pack, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
indices de velocidad ruedas,50,50,70,8,0.02,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.05,2200000,"[28,28,14,78,100,78,35,28,35,35,50,14]",2026-02-24,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
indices de velocidad ruedas,60,60,70,8,0.02,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.05,2200000,"[28,28,14,78,100,78,35,28,35,35,50,14]",2026-02-24,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
vw tiguan 2015,3,3,70,20,0.06,https://llantasneumaticos.com/size/volkswagen/tiguan/2015/,0,0,0.00,0.88,76000000,"[35,23,28,10,23,17,0,0,17,28,28,7]",2026-02-24,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
equivalente neumaticos,68,68,390,,0.12,https://llantasneumaticos.com/calc/,0,0,0.00,0.03,654000,"[23,54,12,15,100,36,36,36,44,23,23,54]",2026-01-30,"Video, Related searches",informational,Organic
nissan d21 truck,76,76,170,17,0.00,https://llantasneumaticos.com/size/nissan/pickup/d21-1986-1992/,0,0,0.00,0.12,0,"[80,66,80,80,80,80,100,80,80,100,80,80]",2026-03-17,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
hyundai i10 2016,2,2,70,20,0.19,https://llantasneumaticos.com/size/hyundai/i10/2016/,0,0,0.00,0.59,30400000,"[19,26,42,26,34,26,26,26,26,11,7,7]",2026-03-03,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
audi rs6 2022,82,82,90,21,0.02,https://llantasneumaticos.com/size/audi/rs6/2022/,0,0,0.00,0.64,13400000,"[7,7,7,9,7,7,11,11,9,11,11,9]",2026-03-26,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
2005 honda type r,33,33,260,20,0.00,https://llantasneumaticos.com/size/honda/civic-type-r/2005/,0,0,0.00,0.06,42900000,"[66,82,100,100,82,82,82,66,100,0,0,53]",2026-02-23,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
clase a w169,67,67,70,17,0.00,https://llantasneumaticos.com/size/mercedes/a-class/w169-2005-2012/,0,0,0.00,0.96,1100000,"[14,78,78,14,64,14,50,64,50,50,35,100]",2026-02-05,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
225 40r19,37,37,170,10,0.19,https://llantasneumaticos.com/tire/iso-metric-225-40-R-19/,0,0,0.00,0.99,4040000,"[42,42,65,80,100,80,65,65,65,42,34,65]",2026-03-05,"Video, Popular products, Related searches",commercial,Organic
fiat doblo especificaciones,39,39,70,20,0.00,https://llantasneumaticos.com/size/fiat/doblo/,0,0,0.00,0.33,174000,"[21,28,35,35,35,35,35,35,14,35,78,100]",2026-02-28,"Video, Image, People also ask, Related searches, AI overview","navigational, transactional",Organic
fiat doblo especificaciones,80,80,70,20,0.00,https://llantasneumaticos.com/size/fiat/doblo/,0,0,0.00,0.33,174000,"[21,28,35,35,35,35,35,35,14,35,78,100]",2026-02-28,"Video, Image, People also ask, Related searches, AI overview","navigational, transactional",Organic
dodge ram van,19,19,90,20,0.00,https://llantasneumaticos.com/size/dodge/van-1500/,0,0,0.00,0.05,140,"[4,2,2,5,15,2,19,19,9,23,19,9]",2026-03-23,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
ruedas audi a4,12,12,40,8,0.24,https://llantasneumaticos.com/size/audi/a4/,0,0,0.00,0.92,0,"[3,2,4,3,1,3,1,3,1,3,1,1]",2026-03-14,"Popular products, Related searches","informational, transactional",Organic
ruedas audi a4,34,34,40,8,0.24,https://llantasneumaticos.com/size/audi/a4-allroad/,0,0,0.00,0.92,0,"[3,2,4,3,1,3,1,3,1,3,1,1]",2026-03-14,"Popular products, Related searches","informational, transactional",Organic
ruedas audi a4,47,47,40,8,0.24,https://llantasneumaticos.com/size/audi/a4/2018/,0,0,0.00,0.92,0,"[3,2,4,3,1,3,1,3,1,3,1,1]",2026-03-14,"Popular products, Related searches","informational, transactional",Organic
ruedas audi a4,51,51,40,8,0.24,https://llantasneumaticos.com/size/audi/a4/2018/,0,0,0.00,0.92,0,"[3,2,4,3,1,3,1,3,1,3,1,1]",2026-03-14,"Popular products, Related searches","informational, transactional",Organic
ruedas audi a4,60,60,40,8,0.24,https://llantasneumaticos.com/size/audi/a4/b6-2000-2006/eudm/,0,0,0.00,0.92,0,"[3,2,4,3,1,3,1,3,1,3,1,1]",2026-03-14,"Popular products, Related searches","informational, transactional",Organic
ruedas audi a4,62,62,40,8,0.24,https://llantasneumaticos.com/size/audi/a4/2021/,0,0,0.00,0.92,0,"[3,2,4,3,1,3,1,3,1,3,1,1]",2026-03-14,"Popular products, Related searches","informational, transactional",Organic
ruedas audi a4,66,66,40,8,0.24,https://llantasneumaticos.com/size/audi/a4/2006/,0,0,0.00,0.92,0,"[3,2,4,3,1,3,1,3,1,3,1,1]",2026-03-14,"Popular products, Related searches","informational, transactional",Organic
medidas mercedes sprinter,37,37,320,15,0.61,https://llantasneumaticos.com/size/mercedes/sprinter/,0,0,0.00,0.03,2080000,"[100,35,43,29,35,100,81,66,100,29,43,100]",2026-03-22,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
audi q4 e tron 2025,31,31,50,22,0.31,https://llantasneumaticos.com/size/audi/q4/2025/,0,0,0.00,0.7,0,"[14,14,14,14,14,100,14,100,50,50,14,14]",2026-03-07,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
llanta x5,6,6,70,8,0.21,https://llantasneumaticos.com/size/bmw/x5/,0,0,0.00,1,4130000,"[78,78,0,0,7,0,78,78,100,100,78,7]",2026-03-04,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llanta x5,63,63,70,8,0.21,https://llantasneumaticos.com/size/bmw/x5/2020/,0,0,0.00,1,4130000,"[78,78,0,0,7,0,78,78,100,100,78,7]",2026-03-04,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
55 15,27,27,90,9,0.00,https://llantasneumaticos.com/tire/iso-metric-195-55-R-15/,0,0,0.00,0.33,199,"[11,11,64,11,100,11,11,11,64,100,100,82]",2026-03-11,"Video, Image, AI overview",informational,Organic
honda accord 2014,22,22,50,20,0.01,https://llantasneumaticos.com/size/honda/accord/2014/,0,0,0.00,0.31,113,"[44,55,77,77,100,77,44,77,55,77,55,55]",2026-03-04,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
honda accord 2014,46,46,50,20,0.01,https://llantasneumaticos.com/size/gac-honda/accord/2014/,0,0,0.00,0.31,113,"[44,55,77,77,100,77,44,77,55,77,55,55]",2026-03-04,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
suzuki grand vitara 2008,4,4,210,19,0.06,https://llantasneumaticos.com/size/suzuki/grand-vitara/2008/,0,0,0.00,0.35,37900000,"[65,65,43,65,43,43,53,65,100,81,100,81]",2026-02-03,"Image pack, Image, Video Carousel, People also ask, Related searches",informational,Image pack
volkswagen golf 1999,2,2,110,25,0.00,https://llantasneumaticos.com/size/volkswagen/golf/1999/,0,0,0.00,0.03,0,"[13,6,8,8,16,5,2,16,8,10,6,8]",2026-03-15,"Image pack, Sitelinks, Video, Image, Related searches",navigational,Image pack
uaz sgr,8,8,50,25,0.00,https://llantasneumaticos.com/size/uaz/classic/,0,0,0.00,0.33,60400,"[5,5,5,100,2,5,5,5,5,5,5,5]",2026-02-07,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
uaz sgr,28,28,50,25,0.00,https://llantasneumaticos.com/size/uaz/classic/,0,0,0.00,0.33,60400,"[5,5,5,100,2,5,5,5,5,5,5,5]",2026-02-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
scenic renault 1999,26,26,70,19,0.00,https://llantasneumaticos.com/size/renault/scenic/1999/,0,0,0.00,0.01,11600000,"[50,50,64,50,50,64,35,64,14,78,100,14]",2026-02-26,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
audi a42015,27,27,590,21,0.06,https://llantasneumaticos.com/size/audi/a4/2015/,0,0,0.00,0.7,1310000,"[81,100,100,100,100,100,100,100,100,100,100,100]",2026-02-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
neumaticos canada,22,22,170,17,0.31,https://llantasneumaticos.com/,0,0,0.00,0.07,0,"[5,5,7,7,7,7,8,8,7,7,5,4]",2026-03-19,"Knowledge panel, Video, Image, Related searches","informational, transactional",Organic
llantas q,18,18,70,19,0.00,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.25,216000000,"[100,0,82,100,11,82,11,41,11,11,11,11]",2026-02-22,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
clk 2005 mercedes,23,23,140,19,0.00,https://llantasneumaticos.com/size/mercedes/clk-class/2005/,0,0,0.00,0.15,10500000,"[100,64,100,82,82,82,100,82,100,82,82,82]",2026-02-21,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
llantas m3 bmw,10,10,90,5,0.39,https://llantasneumaticos.com/size/bmw/m3/,0,0,0.00,0.99,2830000,"[0,0,100,100,0,0,29,100,100,41,52,41]",2026-02-02,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas m3 bmw,25,25,90,5,0.39,https://llantasneumaticos.com/size/bmw/m3/2022/,0,0,0.00,0.99,2830000,"[0,0,100,100,0,0,29,100,100,41,52,41]",2026-02-02,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas m3 bmw,72,72,90,5,0.39,https://llantasneumaticos.com/size/bmw/m3/2023/,0,0,0.00,0.99,2830000,"[0,0,100,100,0,0,29,100,100,41,52,41]",2026-02-02,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas m3 bmw,96,96,90,5,0.39,https://llantasneumaticos.com/size/bmw/m3/g80-2020-2022/,0,0,0.00,0.99,2830000,"[0,0,100,100,0,0,29,100,100,41,52,41]",2026-02-02,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
precio toyota hiace 2025,39,39,40,10,0.00,https://llantasneumaticos.com/size/toyota/hiace/2025/,0,0,0.00,0.05,0,"[28,100,28,57,28,28,28,57,71,42,42,71]",2026-03-05,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
medida ruedas coche,13,13,40,18,0.05,https://llantasneumaticos.com/,0,0,0.00,0.16,29000000,"[17,5,7,5,5,7,17,12,7,7,10,12]",2026-03-23,"Image pack, Video, People also ask, Related searches",informational,Organic
medida ruedas coche,35,35,40,18,0.05,https://llantasneumaticos.com/calc/,0,0,0.00,0.16,29000000,"[17,5,7,5,5,7,17,12,7,7,10,12]",2026-03-23,"Image pack, Video, People also ask, Related searches",informational,Organic
medida ruedas coche,73,73,40,18,0.05,https://llantasneumaticos.com/size/?a=JJJ47QQQ&action=JJJ1QQQ&ajax=JJJ32QQQ&c=JJJ15QQQ&charset=JJJ24QQQ&code=JJJ10QQQ&comment=JJJ30QQQ&content=JJJ29QQQ&continue=JJJ70QQQ&data=JJJ16QQQ&dest=JJJ68QQQ&dir=JJJ56QQQ&do=JJJ49QQQ&edit=JJJ42QQQ&email=JJJ6QQQ&error=JJJ36QQQ&f=JJJ4QQQ&file=JJJ8QQQ&filename=JJJ60,0,0,0.00,0.16,29000000,"[17,5,7,5,5,7,17,12,7,7,10,12]",2026-03-23,"Image pack, Video, People also ask, Related searches",informational,Organic
neumaticos peugeot 2008,9,16,40,8,0.31,https://llantasneumaticos.com/size/peugeot/2008/2016/,0,0,0.00,0.98,2590000,"[78,35,35,28,14,35,35,28,14,28,28,14]",2026-03-31,"Image pack, Video, Image, Related searches",commercial,Organic
neumaticos peugeot 2008,15,16,40,8,0.31,https://llantasneumaticos.com/size/peugeot/2008/2016/,0,0,0.00,0.98,2590000,"[78,35,35,28,14,35,35,28,14,28,28,14]",2026-03-31,"Image pack, Video, Image, Related searches",commercial,Organic
neumaticos peugeot 2008,24,0,40,8,0.31,https://llantasneumaticos.com/size/peugeot/2008/2025/,0,0,0.00,0.98,2590000,"[78,35,35,28,14,35,35,28,14,28,28,14]",2026-03-31,"Image pack, Video, Image, Related searches",commercial,Organic
neumaticos peugeot 2008,35,30,40,8,0.31,https://llantasneumaticos.com/size/peugeot/2008/,0,0,0.00,0.98,2590000,"[78,35,35,28,14,35,35,28,14,28,28,14]",2026-03-31,"Image pack, Video, Image, Related searches",commercial,Organic
neumaticos peugeot 2008,50,41,40,8,0.31,https://llantasneumaticos.com/size/peugeot/2008/2020/,0,0,0.00,0.98,2590000,"[78,35,35,28,14,35,35,28,14,28,28,14]",2026-03-31,"Image pack, Video, Image, Related searches",commercial,Organic
neumaticos peugeot 2008,91,77,40,8,0.31,https://llantasneumaticos.com/size/peugeot/2008/2024/,0,0,0.00,0.98,2590000,"[78,35,35,28,14,35,35,28,14,28,28,14]",2026-03-31,"Image pack, Video, Image, Related searches",commercial,Organic
almera nissan 2005,17,17,590,24,0.09,https://llantasneumaticos.com/size/nissan/almera/2005/,0,0,0.00,0.05,17100000,"[81,66,100,81,81,81,81,81,81,66,54,66]",2026-03-27,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
llantas kia sportage,30,30,110,8,0.07,https://llantasneumaticos.com/size/kia/sportage-r/,0,0,0.00,0.96,9250000,"[100,64,64,64,52,41,64,64,52,64,64,52]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
llantas kia sportage,43,43,110,8,0.07,https://llantasneumaticos.com/size/kia/sportage/nq5-2021-2025/eudm/,0,0,0.00,0.96,9250000,"[100,64,64,64,52,41,64,64,52,64,64,52]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
llantas kia sportage,47,47,110,8,0.07,https://llantasneumaticos.com/size/kia/sportage/2023/,0,0,0.00,0.96,9250000,"[100,64,64,64,52,41,64,64,52,64,64,52]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
llantas kia sportage,51,51,110,8,0.07,https://llantasneumaticos.com/size/kia/sportage/2017/,0,0,0.00,0.96,9250000,"[100,64,64,64,52,41,64,64,52,64,64,52]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
llantas kia sportage,65,65,110,8,0.07,https://llantasneumaticos.com/size/kia/sportage/2019/,0,0,0.00,0.96,9250000,"[100,64,64,64,52,41,64,64,52,64,64,52]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
llantas kia sportage,83,83,110,8,0.07,https://llantasneumaticos.com/size/kia/sportage/2020/,0,0,0.00,0.96,9250000,"[100,64,64,64,52,41,64,64,52,64,64,52]",2026-03-24,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
vw touran 2024,2,2,40,15,0.00,https://llantasneumaticos.com/size/volkswagen/touran/2024/,0,0,0.00,0.86,0,"[42,33,23,14,14,14,23,14,14,9,9,9]",2026-03-16,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Image pack
245 40r19,36,36,260,10,0.22,https://llantasneumaticos.com/tire/iso-metric-245-40-R-19/,0,0,0.00,0.99,4760000,"[81,53,81,100,100,81,81,81,81,81,65,81]",2026-02-01,"Video, Popular products, Related searches",commercial,Organic
mitsubishi montero 2008,2,2,70,25,0.03,https://llantasneumaticos.com/size/mitsubishi/montero/2008/,0,0,0.00,0.04,16900000,"[63,81,63,81,63,63,63,81,81,63,81,63]",2026-02-26,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
mitsubishi montero 2008,14,14,70,25,0.03,https://llantasneumaticos.com/size/mitsubishi/montero/2008/,0,0,0.00,0.04,16900000,"[63,81,63,81,63,63,63,81,81,63,81,63]",2026-02-26,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
2008 mazda 3s,21,21,480,23,0.13,https://llantasneumaticos.com/size/mazda/mazda3/2008/,0,0,0.00,0.11,1710000,"[66,81,66,81,66,81,81,66,100,100,81,66]",2026-02-18,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
2008 mazda 3s,63,63,480,23,0.13,https://llantasneumaticos.com/size/mazda/mazda3/2008/,0,0,0.00,0.11,1710000,"[66,81,66,81,66,81,81,66,100,100,81,66]",2026-02-18,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
medidas renault laguna,15,15,140,14,0.00,https://llantasneumaticos.com/size/renault/laguna/,0,0,0.00,0,120,"[53,42,42,53,53,42,53,53,53,53,42,42]",2026-03-19,"Image pack, Image, Related searches, AI overview",informational,Organic
cls class 2012,21,21,210,18,0.02,https://llantasneumaticos.com/size/mercedes/cls-class/2012/,0,0,0.00,0.31,0,"[65,65,65,65,80,65,65,80,100,100,100,80]",2026-03-06,"Image pack, Video, Image, Related searches",informational,Organic
marca calculadora,79,79,320,42,0.00,https://llantasneumaticos.com/?nocache=1%27nvOpzp%3B%20AND%201=1%20OR%20%28%3C%27%22%3EiKO%29%29%2C,0,0,0.00,0.18,80800000,"[3,0,2,30,82,1,0,1,1,1,1,1]",2026-03-30,"Image pack, Video, Related searches","navigational, transactional",Organic
como saber presion neumaticos,53,53,90,20,0.00,https://llantasneumaticos.com/,0,0,0.00,0.11,7030000,"[29,41,41,52,82,41,23,64,64,64,41,41]",2026-02-06,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
como saber presion neumaticos,67,67,90,20,0.00,https://llantasneumaticos.com/,0,0,0.00,0.11,7030000,"[29,41,41,52,82,41,23,64,64,64,41,41]",2026-02-06,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
60 20,27,27,140,13,0.00,https://llantasneumaticos.com/tire/iso-metric-275-60-R-20/,0,0,0.00,0,10850000000,"[52,33,80,66,52,66,66,52,52,66,100,100]",2026-03-01,"Image pack, Video, Image, Video Carousel, AI overview",informational,Organic
chevrolet trax 2013,9,9,40,16,0.08,https://llantasneumaticos.com/size/chevrolet/trax/2013/,0,0,0.00,0.48,0,"[18,14,14,4,4,4,10,4,4,22,4,4]",2026-03-14,"Image pack, Video, Image, Related searches, AI overview","informational, transactional",Image pack
chevrolet trax 2013,26,26,40,16,0.08,https://llantasneumaticos.com/size/chevrolet/trax/2013/,0,0,0.00,0.48,0,"[18,14,14,4,4,4,10,4,4,22,4,4]",2026-03-14,"Image pack, Video, Image, Related searches, AI overview","informational, transactional",Organic
medidas peugeot 407,25,25,320,19,0.00,https://llantasneumaticos.com/size/peugeot/407/,0,0,0.00,0.01,716000,"[66,82,66,82,53,66,53,66,100,66,100,100]",2026-01-30,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
40 16,38,38,110,9,0.00,https://llantasneumaticos.com/tire/iso-metric-195-40-R-16/,0,0,0.00,0,0,"[64,78,100,64,78,78,100,50,78,78,64,100]",2026-03-08,"Image pack, Video, Image, AI overview",informational,Organic
215 75 15,20,20,40,7,0.15,https://llantasneumaticos.com/tire/iso-metric-215-75-R-15/,0,0,0.00,1,776000000,"[21,21,78,21,14,14,21,14,21,35,35,35]",2026-03-20,"Video, Popular products",informational,Organic
215 75 15,56,56,40,7,0.15,https://llantasneumaticos.com/tire/lt-metric-215-75-R-15/,0,0,0.00,1,776000000,"[21,21,78,21,14,14,21,14,21,35,35,35]",2026-03-20,"Video, Popular products",informational,Organic
dacia jogger llantas,1,1,90,18,0.00,https://llantasneumaticos.com/size/dacia/jogger/,0,0,0.00,0,58500,[100],2026-02-01,"Image pack, Video, Image, People also ask, Popular products",informational,Image pack
dacia jogger llantas,6,6,90,18,0.00,https://llantasneumaticos.com/size/dacia/jogger/,0,0,0.00,0,58500,[100],2026-02-01,"Image pack, Video, Image, People also ask, Popular products",informational,Organic
dacia jogger llantas,14,14,90,18,0.00,https://llantasneumaticos.com/size/dacia/jogger/,0,0,0.00,0,58500,[100],2026-02-01,"Image pack, Video, Image, People also ask, Popular products",informational,Organic
dacia jogger llantas,20,20,90,18,0.00,https://llantasneumaticos.com/size/dacia/jogger/2025/,0,0,0.00,0,58500,[100],2026-02-01,"Image pack, Video, Image, People also ask, Popular products",informational,Organic
auto daewoo lanos 2000,25,25,70,20,0.00,https://llantasneumaticos.com/size/daewoo/lanos/2000/,0,0,0.00,0,2420000,"[63,63,81,81,63,63,63,63,63,81,81,45]",2026-02-26,"Image pack, Video, Image, Video Carousel, People also ask","informational, transactional",Organic
byd seal 06 gt medidas,17,17,40,24,0.00,https://llantasneumaticos.com/size/byd/seal-06-gt/,0,0,0.00,0.33,0,"[23,11,100,23,11,11,11,11,11,11,11,11]",2026-03-09,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
byd seal 06 gt medidas,62,62,40,24,0.00,https://llantasneumaticos.com/size/byd/seal-06-gt/2024-now/,0,0,0.00,0.33,0,"[23,11,100,23,11,11,11,11,11,11,11,11]",2026-03-09,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
mazda mx 5 miata 1990,84,84,260,18,0.00,https://llantasneumaticos.com/,0,0,0.00,0.02,0,"[66,66,28,66,66,66,82,82,82,10,66,53]",2026-03-18,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
llantas de bmw,27,27,90,15,0.08,https://llantasneumaticos.com/size/bmw/,0,0,0.00,0.97,35300000,"[52,41,41,52,41,41,52,41,64,64,64,64]",2026-03-23,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
